,p_c,p_m,pop_size,Error
0,0.95,0.02,50.0,44594.56259209045
1,0.75,0.03,40.0,48625.95773631527
2,0.9,0.04,40.0,52559.72021021968
3,0.95,0.04,50.0,57730.9404836879
4,0.8,0.01,40.0,91528.49418892388
5,0.85,0.01,20.0,571940.2575688208
6,0.9,0.05,50.0,1199548.7019017898
7,0.8,0.03,30.0,18921.00168174451
8,0.95,0.04,20.0,32232.996345415144
9,0.8,0.05,40.0,40190.3649797024
