,p_c,p_m,pop_size,Error
0,0.75,0.01,40.0,2108299.140080365
1,0.75,0.02,40.0,2110596.8341277917
2,0.75,0.03,40.0,2108031.4353531306
3,0.75,0.04,40.0,2100535.4880349594
4,0.75,0.05,40.0,2109842.955303891
5,0.75,0.04,10.0,2115564.053113411
6,0.75,0.04,20.0,2109624.6119718915
7,0.75,0.04,30.0,2114100.6321922564
8,0.75,0.04,40.0,2113115.40785227
9,0.75,0.04,50.0,2098598.170700566
10,0.75,0.04,50.0,2105991.4173945338
11,0.8,0.04,50.0,2106845.818537341
12,0.85,0.04,50.0,2111292.5718581397
13,0.9,0.04,50.0,2108899.2089250423
14,0.95,0.04,50.0,2108113.9512688536
