,p_c,p_m,pop_size,Error
0,0.95,0.01,20,1597466.711160647
1,0.95,0.02,20,1593895.540659755
2,0.95,0.03,20,1590168.548606402
3,0.95,0.04,20,1593542.4990389175
4,0.95,0.05,20,1590357.3346241484
5,0.75,0.03,30,1593449.9026331776
6,0.8,0.03,30,1595763.3271627675
7,0.85,0.03,30,1591496.9180589227
8,0.9,0.03,30,1589916.2246714036
9,0.95,0.03,30,1588049.1307216357
10,0.95,0.03,10,1596761.424650108
11,0.95,0.03,20,1594220.6777156163
12,0.95,0.03,30,1593200.1716530197
13,0.95,0.03,40,1590090.770587165
14,0.95,0.03,50,1588411.4653222503
