,p_c,p_m,pop_size,Error
0,0.85,0.01,50.0,2110634.5622447715
1,0.85,0.02,50.0,2111004.4244936644
2,0.85,0.03,50.0,2101087.715845235
3,0.85,0.04,50.0,2109170.727962459
4,0.85,0.05,50.0,2101514.0002998137
5,0.95,0.03,10.0,2112481.250576081
6,0.95,0.03,20.0,2107136.5886198166
7,0.95,0.03,30.0,2106415.399806402
8,0.95,0.03,40.0,2106378.46347785
9,0.95,0.03,50.0,2099274.5705072903
10,0.75,0.03,50.0,2098935.3388029896
11,0.8,0.03,50.0,2101966.877228996
12,0.85,0.03,50.0,2100007.4510215847
13,0.9,0.03,50.0,2104257.2360929837
14,0.95,0.03,50.0,2102498.28778494
