,p_c,p_m,pop_size,Error
0,0.9,0.02,10.0,2134191.051809076
1,0.9,0.02,20.0,2135236.168086774
2,0.9,0.02,30.0,2129046.4685401544
3,0.9,0.02,40.0,2127055.7564902077
4,0.9,0.02,50.0,2132465.287930259
5,0.9,0.01,40.0,2130240.475567202
6,0.9,0.02,40.0,2132231.7476264914
7,0.9,0.03,40.0,2127541.8266354483
8,0.9,0.04,40.0,2125321.4979040176
9,0.9,0.05,40.0,2120696.643629495
10,0.75,0.05,40.0,2127030.131587536
11,0.8,0.05,40.0,2128552.396004956
12,0.85,0.05,40.0,2126319.788650249
13,0.9,0.05,40.0,2126960.041096728
14,0.95,0.05,40.0,2128190.643936089
