,p_c,p_m,pop_size,Error
0,0.85,0.02,10.0,960214.6612032837
1,0.85,0.02,20.0,956418.4469725436
2,0.85,0.02,30.0,957971.4824459654
3,0.85,0.02,40.0,956137.7139818055
4,0.85,0.02,50.0,957169.061635976
5,0.95,0.01,40.0,959337.7193475076
6,0.95,0.02,40.0,957190.4418051315
7,0.95,0.03,40.0,957443.0954493525
8,0.95,0.04,40.0,958140.7933825542
9,0.95,0.05,40.0,954823.3468682395
10,0.75,0.05,40.0,953166.0421459301
11,0.8,0.05,40.0,955093.5319654887
12,0.85,0.05,40.0,959312.2584183917
13,0.9,0.05,40.0,956291.1650763766
14,0.95,0.05,40.0,951511.8664821602
