,p_c,p_m,pop_size,Error
0,0.8,0.01,40.0,2124631.535575187
1,0.8,0.02,40.0,2123427.066485677
2,0.8,0.03,40.0,2112192.8866615645
3,0.8,0.04,40.0,2119985.5964876907
4,0.8,0.05,40.0,2116566.0562201063
5,0.85,0.03,10.0,2122938.7981714155
6,0.85,0.03,20.0,2121561.1212818148
7,0.85,0.03,30.0,2118176.2011087914
8,0.85,0.03,40.0,2122990.2739940532
9,0.85,0.03,50.0,2110404.8717939025
10,0.75,0.03,50.0,2122327.828705064
11,0.8,0.03,50.0,2124050.5596296918
12,0.85,0.03,50.0,2116428.8323431434
13,0.9,0.03,50.0,2121766.3359054206
14,0.95,0.03,50.0,2123552.502988007
