,p_c,p_m,pop_size,Error
0,0.95,0.01,20,2072987.4851549852
1,0.95,0.02,20,2067476.6155583705
2,0.95,0.03,20,2068639.6077980816
3,0.95,0.04,20,2076181.244073876
4,0.95,0.05,20,2075474.1605080178
5,0.75,0.02,50,2066887.616271185
6,0.8,0.02,50,2070054.624871108
7,0.85,0.02,50,2073770.2954633948
8,0.9,0.02,50,2072017.7030739263
9,0.95,0.02,50,2070585.2489425526
10,0.75,0.02,10,2072747.958822751
11,0.75,0.02,20,2068881.2120292217
12,0.75,0.02,30,2067669.7253581388
13,0.75,0.02,40,2071758.0588414497
14,0.75,0.02,50,2069820.9185612553
