,p_w,p_c,pop_size,Error
0,0.1,1.7,30.0,2119555.777957137
1,0.3,1.7,30.0,2120151.8092018175
2,0.5,1.7,30.0,2119319.819129849
3,0.7,1.7,30.0,2120556.203868553
4,0.9,1.7,30.0,2119320.1444920036
5,0.5,2.1,10.0,2119383.398089202
6,0.5,2.1,20.0,2119848.6017154423
7,0.5,2.1,30.0,2119349.784783209
8,0.5,2.1,40.0,2119178.7343375054
9,0.5,2.1,50.0,2119061.4998719003
10,0.5,1.3,50.0,2118866.5896596797
11,0.5,1.5,50.0,2119310.6546467803
12,0.5,1.7,50.0,2118597.578315779
13,0.5,1.9,50.0,2119394.6765208584
14,0.5,2.1,50.0,2119597.918885751
