,p_c,p_m,pop_size,Error
0,0.9,0.01,10,2109527.1674684808
1,0.9,0.02,10,2106979.7891389057
2,0.9,0.03,10,2108702.0445760307
3,0.9,0.04,10,2108788.661585534
4,0.9,0.05,10,2106913.6754890527
5,0.75,0.05,30,2097297.439369384
6,0.8,0.05,30,2097747.0320099494
7,0.85,0.05,30,2105075.835212827
8,0.9,0.05,30,2096970.0549807334
9,0.95,0.05,30,2088579.5757652146
10,0.95,0.05,10,2105498.5593280755
11,0.95,0.05,20,2107177.88833168
12,0.95,0.05,30,2095431.498385279
13,0.95,0.05,40,2101174.6713308915
14,0.95,0.05,50,2099141.747689832
