,p_c,p_m,pop_size,Error
0,0.8,0.01,40,2148642.7491287724
1,0.8,0.02,40,2146006.283570988
2,0.8,0.03,40,2141747.4092937848
3,0.8,0.04,40,2141143.137116286
4,0.8,0.05,40,2139202.5884794896
5,0.75,0.05,50,2141803.066000386
6,0.8,0.05,50,2140076.9821215463
7,0.85,0.05,50,2136164.299075142
8,0.9,0.05,50,2143377.8997465624
9,0.95,0.05,50,2140917.3306355076
10,0.85,0.05,10,2149496.250795984
11,0.85,0.05,20,2138930.247910904
12,0.85,0.05,30,2145335.38092928
13,0.85,0.05,40,2135052.690937026
14,0.85,0.05,50,2142560.2604314466
