,p_w,p_c,pop_size,Error
0,0.1,2.1,50.0,2149286.3221219676
1,0.3,2.1,50.0,2149299.178272257
2,0.5,2.1,50.0,2149458.4378582714
3,0.7,2.1,50.0,2148941.26208295
4,0.9,2.1,50.0,2149465.1462805294
5,0.7,1.9,10.0,2149722.788478095
6,0.7,1.9,20.0,2149916.8726861975
7,0.7,1.9,30.0,2148916.5830355724
8,0.7,1.9,40.0,2149398.2171843476
9,0.7,1.9,50.0,2149255.768146693
10,0.7,1.3,30.0,2149929.3195682466
11,0.7,1.5,30.0,2149392.23792116
12,0.7,1.7,30.0,2149514.8457807777
13,0.7,1.9,30.0,2149055.4834827925
14,0.7,2.1,30.0,2150131.0528109237
