,p_c,p_m,pop_size,Error
0,0.85,0.01,50,2137799.061827136
1,0.85,0.02,50,2136340.957078508
2,0.85,0.03,50,2137677.0044692843
3,0.85,0.04,50,2128758.525411573
4,0.85,0.05,50,2134210.3401827
5,0.75,0.04,10,2138405.351470434
6,0.8,0.04,10,2140394.262952352
7,0.85,0.04,10,2142382.5180566786
8,0.9,0.04,10,2142488.480621462
9,0.95,0.04,10,2142014.842735192
10,0.75,0.04,10,2142807.469364039
11,0.75,0.04,20,2136349.952830881
12,0.75,0.04,30,2138379.383505715
13,0.75,0.04,40,2132750.346933359
14,0.75,0.04,50,2134265.0018764953
