,p_c,p_m,pop_size,Error
0,0.9,0.05,30.0,44282.817954581216
1,0.8,0.03,40.0,49038.307990704336
2,0.95,0.04,30.0,52469.48177562924
3,0.75,0.04,50.0,58123.44835859738
4,0.75,0.02,30.0,91029.64537865596
5,0.9,0.02,50.0,570427.0501945532
6,0.95,0.05,50.0,1204431.193613059
7,0.75,0.04,10.0,18867.58879743896
8,0.9,0.02,50.0,31838.97936598817
9,0.8,0.01,30.0,40207.89775017272
