,p_c,p_m,pop_size,Error
0,0.85,0.02,10.0,2120612.343414278
1,0.85,0.02,20.0,2114932.1726444005
2,0.85,0.02,30.0,2108264.839142828
3,0.85,0.02,40.0,2120083.961780771
4,0.85,0.02,50.0,2117207.9067189754
5,0.9,0.01,30.0,2123812.9401318463
6,0.9,0.02,30.0,2115237.213979713
7,0.9,0.03,30.0,2118641.018438996
8,0.9,0.04,30.0,2119884.655189953
9,0.9,0.05,30.0,2115194.709614781
10,0.75,0.05,30.0,2116412.836564226
11,0.8,0.05,30.0,2109933.971680516
12,0.85,0.05,30.0,2112483.014000697
13,0.9,0.05,30.0,2114687.569379937
14,0.95,0.05,30.0,2109251.2869206322
