,p_c,p_m,pop_size,Error
0,0.85,0.02,10.0,2143325.6328511867
1,0.85,0.02,20.0,2144090.6864969013
2,0.85,0.02,30.0,2141280.270200683
3,0.85,0.02,40.0,2146003.6002375423
4,0.85,0.02,50.0,2143518.275799076
5,0.8,0.01,30.0,2142328.6680568154
6,0.8,0.02,30.0,2142032.5405869284
7,0.8,0.03,30.0,2141110.9342582137
8,0.8,0.04,30.0,2144081.6469871053
9,0.8,0.05,30.0,2141710.0536181685
10,0.75,0.03,30.0,2140361.229962794
11,0.8,0.03,30.0,2140342.2304127007
12,0.85,0.03,30.0,2146437.844147918
13,0.9,0.03,30.0,2145332.402321634
14,0.95,0.03,30.0,2145764.6093785637
