,p_c,p_m,pop_size,Error
0,0.8,0.01,30,961841.351977838
1,0.8,0.02,30,960745.0523963656
2,0.8,0.03,30,958222.6635273381
3,0.8,0.04,30,959143.05361732
4,0.8,0.05,30,957329.5198164752
5,0.75,0.05,50,957588.2932911575
6,0.8,0.05,50,952323.8993952556
7,0.85,0.05,50,955127.455212243
8,0.9,0.05,50,949684.5255662947
9,0.95,0.05,50,954753.6536206861
10,0.9,0.05,10,962204.6653175184
11,0.9,0.05,20,960929.5916506096
12,0.9,0.05,30,953367.9044708019
13,0.9,0.05,40,959619.8973036293
14,0.9,0.05,50,951509.2062195035
