,p_w,p_c,pop_size,Error
0,0.1,1.9,30.0,2127787.072420934
1,0.3,1.9,30.0,2129335.367347287
2,0.5,1.9,30.0,2127502.6037677145
3,0.7,1.9,30.0,2128047.553637293
4,0.9,1.9,30.0,2129209.6566865966
5,0.5,1.5,10.0,2130106.0295397877
6,0.5,1.5,20.0,2128547.829479679
7,0.5,1.5,30.0,2127617.578258102
8,0.5,1.5,40.0,2128192.233512132
9,0.5,1.5,50.0,2127886.3290514178
10,0.5,1.3,30.0,2127186.7670500004
11,0.5,1.5,30.0,2127439.7510480997
12,0.5,1.7,30.0,2127539.5702506467
13,0.5,1.9,30.0,2128832.1702764365
14,0.5,2.1,30.0,2128047.174342877
