,p_c,p_m,pop_size,Error
0,0.75,0.01,10,2151487.42210365
1,0.75,0.02,10,2143950.812059911
2,0.75,0.03,10,2148443.47030879
3,0.75,0.04,10,2139449.5839681416
4,0.75,0.05,10,2149333.2818801017
5,0.75,0.04,30,2143778.5490290844
6,0.8,0.04,30,2143897.238573243
7,0.85,0.04,30,2146909.0816405294
8,0.9,0.04,30,2144969.6876909556
9,0.95,0.04,30,2144426.795845372
10,0.75,0.04,10,2140925.7449632315
11,0.75,0.04,20,2146282.104337804
12,0.75,0.04,30,2142123.728938869
13,0.75,0.04,40,2145574.506340712
14,0.75,0.04,50,2141425.7835312695
