,p_c,p_m,pop_size,Error
0,0.95,0.01,10.0,239628.4213284081
1,0.95,0.02,10.0,145162.9800460418
2,0.95,0.03,10.0,234043.27927396446
3,0.95,0.04,10.0,212961.96324247227
4,0.95,0.05,10.0,250588.95367742877
5,0.85,0.02,10.0,195767.21659520257
6,0.85,0.02,20.0,111982.37074758061
7,0.85,0.02,30.0,181963.25871128004
8,0.85,0.02,40.0,113652.8025057158
9,0.85,0.02,50.0,102100.62323652931
10,0.75,0.02,50.0,188989.030836653
11,0.8,0.02,50.0,113571.68658811762
12,0.85,0.02,50.0,129170.91367765542
13,0.9,0.02,50.0,171451.9104265469
14,0.95,0.02,50.0,92260.41725413795
