,p_c,p_m,pop_size,Error
0,0.9,0.01,30.0,396503.5895857877
1,0.9,0.02,30.0,396810.45543163194
2,0.9,0.03,30.0,393418.36496439856
3,0.9,0.04,30.0,392710.7826297001
4,0.9,0.05,30.0,395132.66278434254
5,0.8,0.04,10.0,395844.3681255607
6,0.8,0.04,20.0,393454.58248140075
7,0.8,0.04,30.0,395058.2059648789
8,0.8,0.04,40.0,394023.71165874007
9,0.8,0.04,50.0,396644.4019265832
10,0.75,0.04,20.0,393510.70869993896
11,0.8,0.04,20.0,395389.3947664658
12,0.85,0.04,20.0,393923.4043595715
13,0.9,0.04,20.0,395000.92006846075
14,0.95,0.04,20.0,397236.2370484827
