,p_c,p_m,pop_size,Error
0,0.75,0.01,30.0,251001.11322601556
1,0.8,0.01,30.0,277683.5966514341
2,0.85,0.01,30.0,258600.48775192373
3,0.9,0.01,30.0,253146.17028891796
4,0.95,0.01,30.0,271390.4410132492
5,0.75,0.01,10.0,280216.78864062415
6,0.75,0.01,20.0,246592.84211529983
7,0.75,0.01,30.0,239347.8452768275
8,0.75,0.01,40.0,248443.81532922314
9,0.75,0.01,50.0,265460.5964168062
10,0.75,0.01,30.0,277235.042575177
11,0.75,0.02,30.0,219558.79122283022
12,0.75,0.03,30.0,230978.19341366077
13,0.75,0.04,30.0,203094.14115867845
14,0.75,0.05,30.0,167915.3902633619
