,p_c,p_m,pop_size,Error
0,0.9,0.05,30.0,43248.0229161892
1,0.75,0.01,40.0,44252.08701012992
2,0.85,0.05,30.0,44510.59290302264
3,0.8,0.04,20.0,44093.10409934204
4,0.9,0.01,20.0,44309.22801934647
5,0.9,0.02,30.0,44944.61243434538
6,0.95,0.03,40.0,43472.07684590187
7,0.8,0.03,50.0,42641.04315150055
8,0.8,0.05,30.0,42708.743092793586
9,0.95,0.05,50.0,43372.2781767602
