,p_c,p_m,pop_size,Error
0,0.85,0.02,10.0,208341.64568749364
1,0.85,0.02,20.0,244067.58003198574
2,0.85,0.02,30.0,256702.21369970398
3,0.85,0.02,40.0,244717.25711054116
4,0.85,0.02,50.0,221235.8982723638
5,0.75,0.02,10.0,259662.5404793056
6,0.8,0.02,10.0,251502.34071872494
7,0.85,0.02,10.0,237192.80275059753
8,0.9,0.02,10.0,293675.2682613055
9,0.95,0.02,10.0,236191.93282864543
10,0.95,0.01,10.0,293734.1733919488
11,0.95,0.02,10.0,256764.88138798272
12,0.95,0.03,10.0,269726.43266190274
13,0.95,0.04,10.0,239851.18184762052
14,0.95,0.05,10.0,257982.0375257489
