,p_c,p_m,pop_size,Error
0,0.9,0.02,10.0,400146.4098664389
1,0.9,0.02,20.0,396622.93024991034
2,0.9,0.02,30.0,396637.9854831184
3,0.9,0.02,40.0,395722.54966254154
4,0.9,0.02,50.0,396661.8292597404
5,0.85,0.01,40.0,395602.79962694296
6,0.85,0.02,40.0,396332.1663125449
7,0.85,0.03,40.0,393556.18010098644
8,0.85,0.04,40.0,396656.8468574012
9,0.85,0.05,40.0,395006.6909370262
10,0.75,0.03,40.0,393363.62270892545
11,0.8,0.03,40.0,393704.8834759413
12,0.85,0.03,40.0,394629.4891911681
13,0.9,0.03,40.0,394884.8941506521
14,0.95,0.03,40.0,392433.6734863186
