,p_c,p_m,pop_size,Error
0,0.8,0.05,10.0,133122.66726612413
1,0.8,0.05,20.0,106263.5190138018
2,0.8,0.05,30.0,155396.12749321444
3,0.8,0.05,40.0,146771.54940840686
4,0.8,0.05,50.0,28346.173908224082
5,0.75,0.02,50.0,158426.52748424228
6,0.8,0.02,50.0,164938.78851255638
7,0.85,0.02,50.0,124485.19723972988
8,0.9,0.02,50.0,135915.49517082036
9,0.95,0.02,50.0,119500.79168869466
10,0.95,0.01,50.0,226406.20243768362
11,0.95,0.02,50.0,193591.46995224277
12,0.95,0.03,50.0,121617.2153063994
13,0.95,0.04,50.0,98744.33573625924
14,0.95,0.05,50.0,75100.91897323636
