,p_w,p_c,pop_size,Error
0,0.1,1.5,50,260614.64871495418
1,0.3,1.5,50,263835.313828659
2,0.5,1.5,50,233166.7556107592
3,0.7,1.5,50,256825.66754885373
4,0.9,1.5,50,247514.25461141788
5,0.5,1.3,50,253941.6973413274
6,0.5,1.5,50,257726.22462056036
7,0.5,1.7,50,254852.26284744462
8,0.5,1.9,50,255614.8241783338
9,0.5,2.1,50,264063.1272272814
10,0.5,1.3,10,239551.17954550413
11,0.5,1.3,20,263462.49696803995
12,0.5,1.3,30,260535.6899534095
13,0.5,1.3,40,247037.63554289387
14,0.5,1.3,50,258631.32787196874
