,p_c,p_m,pop_size,Error
0,0.95,0.01,40.0,169627.74671609933
1,0.95,0.02,40.0,191545.20422528763
2,0.95,0.03,40.0,160221.51447588648
3,0.95,0.04,40.0,99500.83778359902
4,0.95,0.05,40.0,69111.47440740022
5,0.9,0.05,10.0,273187.4730899078
6,0.9,0.05,20.0,87698.45350119448
7,0.9,0.05,30.0,94560.08526173623
8,0.9,0.05,40.0,137968.27268255714
9,0.9,0.05,50.0,38891.65691629234
10,0.75,0.05,50.0,41953.18052933394
11,0.8,0.05,50.0,68224.17654082646
12,0.85,0.05,50.0,139385.5155161242
13,0.9,0.05,50.0,62653.657220280234
14,0.95,0.05,50.0,58290.27141812866
