,p_c,p_m,pop_size,Error
0,0.8,0.01,30.0,195876.2888357381
1,0.8,0.02,30.0,161514.97840716236
2,0.8,0.03,30.0,62663.14374925399
3,0.8,0.04,30.0,71294.96285261525
4,0.8,0.05,30.0,97982.49951836561
5,0.8,0.03,10.0,196779.45472139638
6,0.8,0.03,20.0,142367.97199182786
7,0.8,0.03,30.0,142239.14783250453
8,0.8,0.03,40.0,135007.4982976454
9,0.8,0.03,50.0,127858.42283565243
10,0.75,0.03,50.0,147199.81611992698
11,0.8,0.03,50.0,124068.43691380891
12,0.85,0.03,50.0,131641.93487999018
13,0.9,0.03,50.0,145007.54648207844
14,0.95,0.03,50.0,124166.49350200655
