,p_c,p_m,pop_size,Error
0,0.85,0.01,10.0,232202.862541452
1,0.85,0.01,20.0,215917.47068365436
2,0.85,0.01,30.0,217824.28846922386
3,0.85,0.01,40.0,183869.64620064263
4,0.85,0.01,50.0,180213.11327661853
5,0.75,0.01,50.0,215616.6365710078
6,0.8,0.01,50.0,177629.6521253537
7,0.85,0.01,50.0,188237.8917074029
8,0.9,0.01,50.0,207214.83061698647
9,0.95,0.01,50.0,130573.33307750481
10,0.95,0.01,50.0,205853.60068147062
11,0.95,0.02,50.0,143303.18262933398
12,0.95,0.03,50.0,105734.56715166176
13,0.95,0.04,50.0,62321.7104333049
14,0.95,0.05,50.0,62786.386475432344
