,p_c,p_m,pop_size,Error
0,0.8,0.01,20.0,263304.2404148698
1,0.8,0.02,20.0,225972.93951527282
2,0.8,0.03,20.0,114009.00997640716
3,0.8,0.04,20.0,195659.6384644898
4,0.8,0.05,20.0,82915.15246005502
5,0.75,0.05,10.0,150094.56650847816
6,0.75,0.05,20.0,140987.24353624362
7,0.75,0.05,30.0,125548.69971376835
8,0.75,0.05,40.0,177237.92551907685
9,0.75,0.05,50.0,76702.52943519034
10,0.75,0.05,50.0,41287.574984825435
11,0.8,0.05,50.0,87704.99936628673
12,0.85,0.05,50.0,128544.25288788462
13,0.9,0.05,50.0,145971.18477841187
14,0.95,0.05,50.0,51511.299368862936
