,p_c,p_m,pop_size,Error
0,0.9,0.02,10.0,396893.65099889913
1,0.9,0.02,20.0,397471.946884585
2,0.9,0.02,30.0,394986.01537116495
3,0.9,0.02,40.0,395178.06061728596
4,0.9,0.02,50.0,394940.1515109779
5,0.8,0.01,50.0,396217.562338004
6,0.8,0.02,50.0,395415.0841104937
7,0.8,0.03,50.0,393175.8369972451
8,0.8,0.04,50.0,393256.38499025995
9,0.8,0.05,50.0,394802.8687080313
10,0.75,0.03,50.0,397287.8871025343
11,0.8,0.03,50.0,394245.6285868776
12,0.85,0.03,50.0,395053.03262878704
13,0.9,0.03,50.0,395225.1368928445
14,0.95,0.03,50.0,396879.3127374937
