,p_c,p_m,pop_size,Error
0,0.95,0.05,10.0,213880.54297601528
1,0.95,0.05,20.0,70616.72095717184
2,0.95,0.05,30.0,61674.837134101675
3,0.95,0.05,40.0,83813.25278677192
4,0.95,0.05,50.0,34842.36695995678
5,0.85,0.01,50.0,205595.9422426067
6,0.85,0.02,50.0,160938.83718003178
7,0.85,0.03,50.0,135492.57550203108
8,0.85,0.04,50.0,92581.72393034895
9,0.85,0.05,50.0,56129.88621786253
10,0.75,0.05,50.0,73582.82622289566
11,0.8,0.05,50.0,103665.6098016733
12,0.85,0.05,50.0,124592.76330133258
13,0.9,0.05,50.0,32684.70538917488
14,0.95,0.05,50.0,57466.57804619619
