,p_w,p_c,pop_size,Error
0,0.3,1.3,10.0,398374.9350219244
1,0.3,1.3,20.0,397381.2081799942
2,0.3,1.3,30.0,398854.0035067583
3,0.3,1.3,40.0,398561.1746713307
4,0.3,1.3,50.0,397507.59084291686
5,0.7,1.3,20.0,400757.4953767905
6,0.7,1.5,20.0,398634.7328996488
7,0.7,1.7,20.0,399034.30972594616
8,0.7,1.9,20.0,398611.4661059797
9,0.7,2.1,20.0,397513.6654138417
10,0.1,2.1,20.0,398073.5305866111
11,0.3,2.1,20.0,400214.1294391089
12,0.5,2.1,20.0,399904.57896871143
13,0.7,2.1,20.0,398179.1357507645
14,0.9,2.1,20.0,400118.3970918511
