,p_c,p_m,pop_size,Error
0,0.9,0.02,10.0,297912.7840056091
1,0.9,0.02,20.0,193421.84236897127
2,0.9,0.02,30.0,252492.88768049757
3,0.9,0.02,40.0,217187.12510575316
4,0.9,0.02,50.0,232488.75260263385
5,0.75,0.04,20.0,236114.3527086944
6,0.8,0.04,20.0,211103.11477480928
7,0.85,0.04,20.0,187986.51667679046
8,0.9,0.04,20.0,260930.25626982524
9,0.95,0.04,20.0,228205.1785997978
10,0.85,0.01,20.0,264608.2737991955
11,0.85,0.02,20.0,245776.86711542532
12,0.85,0.03,20.0,236308.54332931372
13,0.85,0.04,20.0,208679.6527890658
14,0.85,0.05,20.0,175279.68906863083
