,p_c,p_m,pop_size,Error
0,0.9,0.02,10.0,224815.36140040954
1,0.9,0.02,20.0,160537.60644225188
2,0.9,0.02,30.0,197105.73760564363
3,0.9,0.02,40.0,183027.26191712482
4,0.9,0.02,50.0,193743.58213669405
5,0.8,0.01,20.0,264374.3332992441
6,0.8,0.02,20.0,166752.13903054153
7,0.8,0.03,20.0,194087.37419374462
8,0.8,0.04,20.0,79386.43413117599
9,0.8,0.05,20.0,173398.2883142907
10,0.75,0.04,20.0,121739.33638907135
11,0.8,0.04,20.0,184859.1663036754
12,0.85,0.04,20.0,122987.6460258013
13,0.9,0.04,20.0,184847.14928889895
14,0.95,0.04,20.0,134984.6675930608
