,p_c,p_m,pop_size,Error
0,0.75,0.05,30.0,209030.560813455
1,0.8,0.05,30.0,217683.95019117376
2,0.85,0.05,30.0,224963.2919459917
3,0.9,0.05,30.0,185271.23610053005
4,0.95,0.05,30.0,150060.85037859593
5,0.95,0.01,10.0,287830.1741111539
6,0.95,0.01,20.0,269428.35372036794
7,0.95,0.01,30.0,199438.89957126166
8,0.95,0.01,40.0,257428.99711408635
9,0.95,0.01,50.0,253248.15036224294
10,0.95,0.01,30.0,222832.95941565916
11,0.95,0.02,30.0,220221.60055439096
12,0.95,0.03,30.0,228920.30645819652
13,0.95,0.04,30.0,186247.17290752943
14,0.95,0.05,30.0,186945.75328884568
