,p_w,p_c,pop_size,Error
0,0.3,1.3,30.0,43547.15946432638
1,0.3,2.1,50.0,44441.879963466374
2,0.3,1.7,30.0,44571.14509976493
3,0.7,2.1,50.0,44814.09650307916
4,0.5,1.9,50.0,44232.61399890577
5,0.7,1.5,30.0,44816.559615470964
6,0.7,1.7,40.0,43774.01948113731
7,0.1,1.3,30.0,43107.48202604844
8,0.7,1.5,40.0,43170.3141850863
9,0.1,2.1,20.0,44017.79506018754
