,p_c,p_m,pop_size,Error
0,0.8,0.01,10.0,396251.3499459085
1,0.8,0.02,10.0,397231.5680559697
2,0.8,0.03,10.0,395801.6175095687
3,0.8,0.04,10.0,394865.5098810955
4,0.8,0.05,10.0,394423.1249053224
5,0.85,0.05,10.0,398308.01087034104
6,0.85,0.05,20.0,393649.6634329402
7,0.85,0.05,30.0,394395.36620381055
8,0.85,0.05,40.0,395057.9159774506
9,0.85,0.05,50.0,392178.53841269633
10,0.75,0.05,50.0,393399.2903117252
11,0.8,0.05,50.0,396240.45960258605
12,0.85,0.05,50.0,395123.78371225076
13,0.9,0.05,50.0,393837.1973908414
14,0.95,0.05,50.0,393421.23272492073
