,p_c,p_m,pop_size,Error
0,0.9,0.03,10.0,142145.05589349713
1,0.9,0.03,20.0,163041.1773910762
2,0.9,0.03,30.0,147628.9730464826
3,0.9,0.03,40.0,154728.49673282538
4,0.9,0.03,50.0,104118.43769542592
5,0.75,0.03,50.0,128511.49917406727
6,0.8,0.03,50.0,160578.9158620263
7,0.85,0.03,50.0,174732.05319538905
8,0.9,0.03,50.0,123787.72334852444
9,0.95,0.03,50.0,115704.08256793227
10,0.95,0.01,50.0,181646.60120979862
11,0.95,0.02,50.0,161833.7632688224
12,0.95,0.03,50.0,149193.32306893458
13,0.95,0.04,50.0,104260.18732530205
14,0.95,0.05,50.0,63818.34302854927
