,p_c,p_m,pop_size,Error
0,0.8,0.01,10.0,270601.69347875024
1,0.8,0.01,20.0,250610.37210191716
2,0.8,0.01,30.0,233337.4262511742
3,0.8,0.01,40.0,242716.5473279032
4,0.8,0.01,50.0,234697.12924252264
5,0.75,0.04,30.0,180913.0971335819
6,0.8,0.04,30.0,156343.81064930485
7,0.85,0.04,30.0,216081.38181052037
8,0.9,0.04,30.0,208167.9838582205
9,0.95,0.04,30.0,203177.62298487313
10,0.8,0.01,30.0,265693.7788750752
11,0.8,0.02,30.0,243462.6344958757
12,0.8,0.03,30.0,235028.9426954382
13,0.8,0.04,30.0,176684.74492338573
14,0.8,0.05,30.0,158120.77294543904
