,p_c,p_m,pop_size,Error
0,0.85,0.05,30.0,43271.897541722676
1,0.8,0.01,40.0,44139.48978096281
2,0.95,0.05,40.0,44035.580914871396
3,0.95,0.04,50.0,43794.604566243586
4,0.95,0.04,20.0,44099.96488846478
5,0.8,0.05,30.0,44591.50867813635
6,0.75,0.03,30.0,43563.424502289665
7,0.9,0.02,40.0,42897.27812479259
8,0.9,0.04,50.0,42638.7270692351
9,0.95,0.04,50.0,43200.07989605115
