,p_w,p_c,pop_size,Error
0,0.1,1.5,20,266177.88647916855
1,0.3,1.5,20,246641.15588693254
2,0.5,1.5,20,268378.70637866075
3,0.7,1.5,20,264374.1219822794
4,0.9,1.5,20,270960.11081932904
5,0.3,1.3,10,294640.9516254785
6,0.3,1.5,10,268662.0402267419
7,0.3,1.7,10,292680.40576549125
8,0.3,1.9,10,270451.4635600332
9,0.3,2.1,10,284383.1674582246
10,0.3,1.5,10,279941.1838958204
11,0.3,1.5,20,257866.21841235436
12,0.3,1.5,30,256689.2614555435
13,0.3,1.5,40,260557.22640471868
14,0.3,1.5,50,257919.2637846915
