,p_c,p_m,pop_size,Error
0,0.85,0.05,10.0,234766.09977823537
1,0.85,0.05,20.0,201268.95982346372
2,0.85,0.05,30.0,177246.53981573705
3,0.85,0.05,40.0,184032.50707954573
4,0.85,0.05,50.0,148705.98887520802
5,0.75,0.01,50.0,252237.44086435306
6,0.8,0.01,50.0,232824.56962959497
7,0.85,0.01,50.0,250356.09257438855
8,0.9,0.01,50.0,259942.54754451796
9,0.95,0.01,50.0,264644.2022970876
10,0.8,0.01,50.0,227854.1998431442
11,0.8,0.02,50.0,247425.1404256753
12,0.8,0.03,50.0,210903.43983914485
13,0.8,0.04,50.0,234058.52079646895
14,0.8,0.05,50.0,157725.36755831225
