,p_c,p_m,pop_size,Error
0,0.8,0.01,50.0,395867.5014370033
1,0.8,0.02,50.0,395987.93400507985
2,0.8,0.03,50.0,393475.5035113972
3,0.8,0.04,50.0,392558.5703816924
4,0.8,0.05,50.0,393992.94756994385
5,0.8,0.04,10.0,392563.67183076724
6,0.8,0.04,20.0,396418.7531573184
7,0.8,0.04,30.0,394979.85430181125
8,0.8,0.04,40.0,393221.5145777432
9,0.8,0.04,50.0,393860.09792868997
10,0.75,0.04,10.0,396940.6432260885
11,0.8,0.04,10.0,396451.381834626
12,0.85,0.04,10.0,398293.9170701199
13,0.9,0.04,10.0,396834.5683286598
14,0.95,0.04,10.0,397424.08755225997
