,p_w,p_c,pop_size,Error
0,0.1,1.3,40,247615.01250365676
1,0.3,1.3,40,261772.17317831123
2,0.5,1.3,40,241596.11850103678
3,0.7,1.3,40,247548.87867801366
4,0.9,1.3,40,266919.3172971136
5,0.5,1.3,40,249709.6072221576
6,0.5,1.5,40,255452.55612526083
7,0.5,1.7,40,246637.83294280883
8,0.5,1.9,40,235844.08216418818
9,0.5,2.1,40,265660.5452600328
10,0.5,1.9,10,260288.5712617765
11,0.5,1.9,20,255440.32237096727
12,0.5,1.9,30,282784.8791446012
13,0.5,1.9,40,253208.49687891765
14,0.5,1.9,50,260494.88245094797
