,p_c,p_m,pop_size,Error
0,0.8,0.04,10.0,159296.5026781493
1,0.8,0.04,20.0,209410.19708279608
2,0.8,0.04,30.0,171949.24634633563
3,0.8,0.04,40.0,86519.22720762555
4,0.8,0.04,50.0,54112.30161622032
5,0.75,0.01,50.0,178664.82581227255
6,0.8,0.01,50.0,223235.4378069135
7,0.85,0.01,50.0,160032.16138885994
8,0.9,0.01,50.0,147491.57497802287
9,0.95,0.01,50.0,192996.30137100213
10,0.9,0.01,50.0,186654.6167980559
11,0.9,0.02,50.0,111589.51858159104
12,0.9,0.03,50.0,137582.91247474105
13,0.9,0.04,50.0,47311.92057066121
14,0.9,0.05,50.0,107251.38288902417
