,p_c,p_m,pop_size,Error
0,0.85,0.05,20.0,18910.933293384176
1,0.9,0.02,50.0,26225.716736675848
2,0.85,0.04,50.0,20269.879949567163
3,0.8,0.05,40.0,21030.40406198939
4,0.95,0.04,10.0,26976.744297755467
5,0.8,0.05,50.0,24396.330837950394
6,0.9,0.05,40.0,19417.975835627032
7,0.8,0.05,30.0,19161.405175846903
8,0.9,0.04,50.0,20931.656161908635
9,0.75,0.02,50.0,27494.9459932347
