,p_c,p_m,pop_size,Error
0,0.9,0.05,10.0,158971.08240659197
1,0.9,0.05,20.0,133872.0694327789
2,0.9,0.05,30.0,163818.61786283468
3,0.9,0.05,40.0,93647.7610931681
4,0.9,0.05,50.0,66974.57555132735
5,0.8,0.01,50.0,173139.08463889678
6,0.8,0.02,50.0,176911.29919253255
7,0.8,0.03,50.0,82733.90499959813
8,0.8,0.04,50.0,135820.1488492226
9,0.8,0.05,50.0,82587.87452640089
10,0.75,0.05,50.0,64987.90167076527
11,0.8,0.05,50.0,81464.49341301892
12,0.85,0.05,50.0,71011.11386413469
13,0.9,0.05,50.0,120494.18239892549
14,0.95,0.05,50.0,93854.22337643753
