,p_c,p_m,pop_size,Error
0,0.75,0.04,40.0,207096.5038200022
1,0.8,0.04,40.0,209617.8279910501
2,0.85,0.04,40.0,188968.2730948016
3,0.9,0.04,40.0,169672.8750889711
4,0.95,0.04,40.0,177354.7479331986
5,0.9,0.01,10.0,288240.33150402555
6,0.9,0.01,20.0,298810.5087113581
7,0.9,0.01,30.0,257025.04010692716
8,0.9,0.01,40.0,249040.13713416824
9,0.9,0.01,50.0,249760.62499904196
10,0.9,0.01,40.0,255602.77825249618
11,0.9,0.02,40.0,212099.95396376625
12,0.9,0.03,40.0,153353.46055175868
13,0.9,0.04,40.0,183545.84041850423
14,0.9,0.05,40.0,200963.64318988431
