,p_c,p_m,pop_size,Error
0,0.85,0.01,20.0,197225.32982039187
1,0.85,0.02,20.0,217441.48937766018
2,0.85,0.03,20.0,179381.99121744334
3,0.85,0.04,20.0,133392.82450915617
4,0.85,0.05,20.0,166736.12682566792
5,0.85,0.04,10.0,129415.91285741072
6,0.85,0.04,20.0,152924.769549584
7,0.85,0.04,30.0,92155.88527305878
8,0.85,0.04,40.0,109933.78499173206
9,0.85,0.04,50.0,114961.43194722806
10,0.75,0.04,30.0,78419.75380125316
11,0.8,0.04,30.0,166557.16058108356
12,0.85,0.04,30.0,146934.2295185388
13,0.9,0.04,30.0,143920.09681724256
14,0.95,0.04,30.0,125580.1435492904
