,p_c,p_m,pop_size,Error
0,0.75,0.01,50.0,231606.4319309499
1,0.8,0.01,50.0,238120.62012520232
2,0.85,0.01,50.0,229603.23634784168
3,0.9,0.01,50.0,254753.54358512582
4,0.95,0.01,50.0,211966.57744467448
5,0.95,0.04,10.0,258177.5427197332
6,0.95,0.04,20.0,250993.01065074536
7,0.95,0.04,30.0,183514.4134741146
8,0.95,0.04,40.0,206418.25772469127
9,0.95,0.04,50.0,149330.30764141426
10,0.95,0.01,50.0,219074.8386536375
11,0.95,0.02,50.0,259697.97338197837
12,0.95,0.03,50.0,183514.7349261685
13,0.95,0.04,50.0,143838.53945135817
14,0.95,0.05,50.0,174130.6084030095
