,p_w,p_c,pop_size,Error
0,0.1,1.7,40.0,290118.5637384394
1,0.3,1.7,40.0,282554.6052739204
2,0.5,1.7,40.0,279760.49736734387
3,0.7,1.7,40.0,293580.83388083836
4,0.9,1.7,40.0,297450.0446359279
5,0.5,1.9,10.0,315695.85943795094
6,0.5,1.9,20.0,307906.56769740785
7,0.5,1.9,30.0,297953.98325431446
8,0.5,1.9,40.0,276700.3295633288
9,0.5,1.9,50.0,268080.9517499034
10,0.5,1.3,50.0,302999.8557305913
11,0.5,1.5,50.0,292217.1606309215
12,0.5,1.7,50.0,286992.4769414562
13,0.5,1.9,50.0,282973.89127739065
14,0.5,2.1,50.0,293693.5059516739
