,p_c,p_m,pop_size,Error
0,0.9,0.02,10.0,239699.70606954137
1,0.9,0.02,20.0,232559.6237875765
2,0.9,0.02,30.0,157790.12675382724
3,0.9,0.02,40.0,138270.71657216805
4,0.9,0.02,50.0,183585.8484477488
5,0.95,0.01,40.0,203534.01194213354
6,0.95,0.02,40.0,198901.4410680272
7,0.95,0.03,40.0,144406.732895053
8,0.95,0.04,40.0,82546.91682444788
9,0.95,0.05,40.0,87814.82448435361
10,0.75,0.04,40.0,64447.99114822516
11,0.8,0.04,40.0,66040.94991135498
12,0.85,0.04,40.0,45638.12058786319
13,0.9,0.04,40.0,155870.58123944682
14,0.95,0.04,40.0,146230.1749950212
