,p_w,p_c,pop_size,Error
0,0.1,2.1,50.0,288487.83269242535
1,0.3,2.1,50.0,280390.6746919348
2,0.5,2.1,50.0,292565.11096202966
3,0.7,2.1,50.0,282402.803767724
4,0.9,2.1,50.0,283414.35755027714
5,0.3,1.9,10.0,303536.91212912253
6,0.3,1.9,20.0,309224.104858728
7,0.3,1.9,30.0,290385.990986825
8,0.3,1.9,40.0,296136.12442353176
9,0.3,1.9,50.0,300557.76165915665
10,0.3,1.3,30.0,302459.8694535272
11,0.3,1.5,30.0,294541.9832382565
12,0.3,1.7,30.0,294367.3896490847
13,0.3,1.9,30.0,287316.4467541073
14,0.3,2.1,30.0,285928.8276602137
