,p_c,p_m,pop_size,Error
0,0.95,0.02,10.0,226950.81033055598
1,0.95,0.02,20.0,227070.5023268711
2,0.95,0.02,30.0,241729.58745970653
3,0.95,0.02,40.0,161876.10609096126
4,0.95,0.02,50.0,174121.3140339929
5,0.75,0.01,40.0,215036.8544115969
6,0.75,0.02,40.0,99059.79676349342
7,0.75,0.03,40.0,80679.93271748246
8,0.75,0.04,40.0,117614.49384090894
9,0.75,0.05,40.0,131332.69224117004
10,0.75,0.03,40.0,159045.1042962533
11,0.8,0.03,40.0,188227.63722881916
12,0.85,0.03,40.0,110269.01381921496
13,0.9,0.03,40.0,134203.5706262522
14,0.95,0.03,40.0,127341.87939669905
