,p_c,p_m,pop_size,Error
0,0.8,0.05,10.0,225245.531750736
1,0.8,0.05,20.0,221165.2662606949
2,0.8,0.05,30.0,172117.57043730613
3,0.8,0.05,40.0,180171.09615470917
4,0.8,0.05,50.0,155069.43901837396
5,0.75,0.02,50.0,247598.29351830448
6,0.8,0.02,50.0,223069.98385170155
7,0.85,0.02,50.0,222472.9738442247
8,0.9,0.02,50.0,231772.75470450486
9,0.95,0.02,50.0,242523.3758697706
10,0.85,0.01,50.0,277103.36456113256
11,0.85,0.02,50.0,205350.87654270764
12,0.85,0.03,50.0,208991.66758293906
13,0.85,0.04,50.0,187376.62092575873
14,0.85,0.05,50.0,192999.82930962506
