,p_w,p_c,pop_size,Error
0,0.1,1.5,40.0,285664.2717500639
1,0.3,1.5,40.0,291687.263262918
2,0.5,1.5,40.0,285807.90250289044
3,0.7,1.5,40.0,285959.19128701434
4,0.9,1.5,40.0,280203.0614705581
5,0.9,1.3,10.0,298828.8647087079
6,0.9,1.3,20.0,297003.49401424156
7,0.9,1.3,30.0,293198.0858863696
8,0.9,1.3,40.0,295927.2560525611
9,0.9,1.3,50.0,296908.49145535426
10,0.9,1.3,30.0,285730.68234602374
11,0.9,1.5,30.0,304978.5369329142
12,0.9,1.7,30.0,285322.3666043073
13,0.9,1.9,30.0,294634.5882802169
14,0.9,2.1,30.0,298616.682748472
