,p_c,p_m,pop_size,Error
0,0.95,0.03,10.0,233310.4691392969
1,0.95,0.03,20.0,250948.01663156762
2,0.95,0.03,30.0,217388.9690275874
3,0.95,0.03,40.0,240065.51932950804
4,0.95,0.03,50.0,203511.5447276567
5,0.75,0.05,50.0,196719.2184254009
6,0.8,0.05,50.0,216454.41661707667
7,0.85,0.05,50.0,199377.48328701252
8,0.9,0.05,50.0,155447.9971798947
9,0.95,0.05,50.0,162203.48794613162
10,0.9,0.01,50.0,253390.11456065634
11,0.9,0.02,50.0,240676.39798012254
12,0.9,0.03,50.0,173848.9413748752
13,0.9,0.04,50.0,163898.46353317038
14,0.9,0.05,50.0,223199.32485100804
