,p_c,p_m,pop_size,Error
0,0.75,0.03,20.0,234725.11801733923
1,0.8,0.03,20.0,236221.60645417383
2,0.85,0.03,20.0,253860.81063733672
3,0.9,0.03,20.0,268914.3092698529
4,0.95,0.03,20.0,220911.0914714259
5,0.95,0.04,10.0,218939.34435085914
6,0.95,0.04,20.0,223316.5375675652
7,0.95,0.04,30.0,254536.13584522114
8,0.95,0.04,40.0,184009.83049204477
9,0.95,0.04,50.0,214752.83268374082
10,0.95,0.01,40.0,271896.59536245116
11,0.95,0.02,40.0,228039.3352883292
12,0.95,0.03,40.0,246465.67385986692
13,0.95,0.04,40.0,178231.44645992288
14,0.95,0.05,40.0,190814.67832733804
