,p_c,p_m,pop_size,Error
0,0.8,0.01,30.0,221942.55596103068
1,0.8,0.02,30.0,216756.85567197358
2,0.8,0.03,30.0,93638.18066256828
3,0.8,0.04,30.0,136845.70034614214
4,0.8,0.05,30.0,118706.00874862254
5,0.9,0.03,10.0,197686.72285084982
6,0.9,0.03,20.0,205452.38695437237
7,0.9,0.03,30.0,79651.96375381986
8,0.9,0.03,40.0,145813.27813503228
9,0.9,0.03,50.0,104336.17101690779
10,0.75,0.03,30.0,150598.82449616274
11,0.8,0.03,30.0,168348.73099889222
12,0.85,0.03,30.0,205154.90765895892
13,0.9,0.03,30.0,156318.26174728843
14,0.95,0.03,30.0,116197.46449463986
