,p_w,p_c,pop_size,Error
0,0.3,1.5,20.0,29500.37515916206
1,0.9,1.7,30.0,25632.203555493696
2,0.9,1.7,10.0,29958.635940052995
3,0.9,1.5,30.0,27393.66460343886
4,0.3,1.5,30.0,27613.08600140437
5,0.5,1.9,40.0,28322.45391157241
6,0.3,1.7,50.0,28607.847993150703
7,0.3,1.9,30.0,26937.345083097156
8,0.9,1.7,50.0,28386.569103944043
9,0.5,1.3,10.0,27251.280058304943
