,p_c,p_m,pop_size,Error
0,0.75,0.03,50.0,213938.50516189742
1,0.8,0.03,50.0,218855.54939813612
2,0.85,0.03,50.0,209012.12589241558
3,0.9,0.03,50.0,211777.5169236114
4,0.95,0.03,50.0,211941.46444802024
5,0.85,0.01,10.0,282797.0447894611
6,0.85,0.01,20.0,277558.90300592524
7,0.85,0.01,30.0,253987.27225357306
8,0.85,0.01,40.0,256920.61926907874
9,0.85,0.01,50.0,213753.48673652628
10,0.85,0.01,50.0,235780.64351667635
11,0.85,0.02,50.0,193656.8282879966
12,0.85,0.03,50.0,182954.10334820437
13,0.85,0.04,50.0,227375.62430752133
14,0.85,0.05,50.0,181300.65665559252
