,p_c,p_m,pop_size,Error
0,0.85,0.01,10.0,396923.20146545925
1,0.85,0.02,10.0,397034.99525276024
2,0.85,0.03,10.0,396252.31634748675
3,0.85,0.04,10.0,398977.02816710563
4,0.85,0.05,10.0,396970.1257201437
5,0.9,0.03,10.0,399739.8150800993
6,0.9,0.03,20.0,394956.32896882365
7,0.9,0.03,30.0,393886.7620917173
8,0.9,0.03,40.0,396470.32425228466
9,0.9,0.03,50.0,394774.27516689885
10,0.75,0.03,30.0,393912.34226944944
11,0.8,0.03,30.0,395626.4132853267
12,0.85,0.03,30.0,393988.15279587347
13,0.9,0.03,30.0,394713.9059134793
14,0.95,0.03,30.0,395098.0434936253
